allele,gene_family,refseq_nucleotide_accession,subclass
blaVIM-2,blaVIM,NG_050347.1,CARBAPENEM
blaVIM-20,blaVIM,NG_050348.1,CARBAPENEM
blaVIM-23,blaVIM,NG_050349.1,CARBAPENEM
blaVIM-24,blaVIM,NG_050350.1,CARBAPENEM
blaVIM-25,blaVIM,NG_050351.1,CARBAPENEM
blaVIM-26,blaVIM,NG_050352.1,CARBAPENEM
blaVIM-27,blaVIM,NG_050353.1,CARBAPENEM
blaVIM-28,blaVIM,NG_050354.1,CARBAPENEM
blaVIM-29,blaVIM,NG_050355.1,CARBAPENEM
blaVIM-3,blaVIM,NG_050356.1,CARBAPENEM
blaVIM-30,blaVIM,NG_050357.1,CARBAPENEM
blaVIM-31,blaVIM,NG_050358.1,CARBAPENEM
blaVIM-32,blaVIM,NG_050359.1,CARBAPENEM
blaVIM-33,blaVIM,NG_050360.1,CARBAPENEM
blaVIM-34,blaVIM,NG_050361.1,CARBAPENEM
blaVIM-35,blaVIM,NG_050362.1,CARBAPENEM
blaVIM-36,blaVIM,NG_050363.1,CARBAPENEM
blaVIM-37,blaVIM,NG_050364.1,CARBAPENEM
blaVIM-38,blaVIM,NG_050365.1,CARBAPENEM
blaVIM-39,blaVIM,NG_050366.1,CARBAPENEM
blaVIM-4,blaVIM,NG_050367.1,CARBAPENEM
blaVIM-40,blaVIM,NG_050368.1,CARBAPENEM
blaVIM-41,blaVIM,NG_050369.1,CARBAPENEM
blaVIM-42,blaVIM,NG_050370.1,CARBAPENEM
blaVIM-43,blaVIM,NG_050371.1,CARBAPENEM
blaVIM-44,blaVIM,NG_050372.1,CARBAPENEM
blaVIM-45,blaVIM,NG_050373.1,CARBAPENEM
blaVIM-46,blaVIM,NG_050374.1,CARBAPENEM
blaVIM-47,blaVIM,NG_050375.1,CARBAPENEM
blaVIM-48,blaVIM,NG_064783.1,CARBAPENEM
blaVIM-49,blaVIM,NG_050376.1,CARBAPENEM
blaVIM-5,blaVIM,NG_050377.1,CARBAPENEM
blaVIM-50,blaVIM,NG_050378.1,CARBAPENEM
blaVIM-51,blaVIM,NG_050379.1,CARBAPENEM
blaVIM-52,blaVIM,NG_055489.1,CARBAPENEM
blaVIM-53,blaVIM,NG_062231.1,CARBAPENEM
blaVIM-54,blaVIM,NG_052864.1,CARBAPENEM
blaVIM-55,blaVIM,NG_064784.1,CARBAPENEM
blaVIM-56,blaVIM,NG_056405.1,CARBAPENEM
blaVIM-57,blaVIM,NG_060572.1,CARBAPENEM
blaVIM-58,blaVIM,NG_060588.1,CARBAPENEM
blaVIM-59,blaVIM,NG_061412.1,CARBAPENEM
blaVIM-6,blaVIM,NG_050380.1,CARBAPENEM
blaVIM-60,blaVIM,NG_061404.1,CARBAPENEM
blaVIM-61,blaVIM,NG_062359.1,CARBAPENEM
blaVIM-62,blaVIM,NG_063896.1,CARBAPENEM
blaVIM-63,blaVIM,NG_064785.1,CARBAPENEM
blaVIM-64,blaVIM,NG_065447.1,CARBAPENEM
blaVIM-65,blaVIM,NG_065448.1,CARBAPENEM
blaVIM-66,blaVIM,NG_064786.1,CARBAPENEM
blaVIM-67,blaVIM,NG_065942.1,CARBAPENEM
blaVIM-68,blaVIM,NG_065943.1,CARBAPENEM
blaVIM-69,blaVIM,NG_067166.1,CARBAPENEM
blaVIM-7,blaVIM,NG_050381.1,CARBAPENEM
blaVIM-70,blaVIM,NG_068039.1,CARBAPENEM
blaVIM-71,blaVIM,NG_070223.1,CARBAPENEM
blaVIM-8,blaVIM,NG_050382.1,CARBAPENEM
blaVIM-9,blaVIM,NG_050383.1,CARBAPENEM
blaYRC-1,blaYRC,NG_068225.1,CEPHALOSPORIN
NA,blaZ,NG_047532.1,BETA-LACTAM
NA,blaZ,NG_047533.1,BETA-LACTAM
NA,blaZ,NG_047534.1,BETA-LACTAM
NA,blaZ,NG_055994.1,BETA-LACTAM
NA,blaZ,NG_055997.1,BETA-LACTAM
NA,blaZ,NG_055999.1,BETA-LACTAM
NA,blaZ,NG_047551.1,BETA-LACTAM
NA,blaZ,NG_047552.1,BETA-LACTAM
NA,blaZ,NG_047535.1,BETA-LACTAM
blaPC1,blaZ,NG_052065.1,BETA-LACTAM
blaZOG-1,blaZOG,NG_057434.1,CARBAPENEM
NA,ble,NG_047554.1,BLEOMYCIN
NA,ble,NG_047555.1,BLEOMYCIN
NA,ble,NG_047559.1,BLEOMYCIN
NA,ble,NG_047553.1,BLEOMYCIN
NA,ble-Sh,NG_047556.1,BLEOMYCIN
NA,bleO,NG_047557.1,BLEOMYCIN
NA,blmA,NG_052580.1,BLEOMYCIN
NA,blmB,NG_047560.1,BLEOMYCIN
NA,car(A),NG_047561.1,MACROLIDE
NA,cat-TC,NG_047562.1,CHLORAMPHENICOL
NA,cat86,NG_047563.1,CHLORAMPHENICOL
NA,catA,NG_047577.1,CHLORAMPHENICOL
NA,catA,NG_047578.1,CHLORAMPHENICOL
NA,catA,NG_047576.1,CHLORAMPHENICOL
NA,catA,NG_060532.1,CHLORAMPHENICOL
NA,catA,NG_047580.1,CHLORAMPHENICOL
NA,catA,NG_047581.1,CHLORAMPHENICOL
NA,catA,NG_047569.1,CHLORAMPHENICOL
NA,catA,NG_047570.1,CHLORAMPHENICOL
NA,catA,NG_047571.1,CHLORAMPHENICOL
NA,catA,NG_047572.1,CHLORAMPHENICOL
NA,catA,NG_047573.1,CHLORAMPHENICOL
NA,catA,NG_047575.1,CHLORAMPHENICOL
NA,catA,NG_047564.1,CHLORAMPHENICOL
NA,catA,NG_047566.1,CHLORAMPHENICOL
NA,catA,NG_047565.1,CHLORAMPHENICOL
NA,catA,NG_047567.1,CHLORAMPHENICOL
NA,catA,NG_047568.1,CHLORAMPHENICOL
NA,catA,NG_047574.1,CHLORAMPHENICOL
NA,catA,NG_047579.1,CHLORAMPHENICOL
NA,catA1,NG_051704.1,CHLORAMPHENICOL
NA,catA1,NG_047585.1,CHLORAMPHENICOL
NA,catA1,NG_047587.1,CHLORAMPHENICOL
NA,catA1,NG_047586.1,CHLORAMPHENICOL
NA,catA1,NG_047582.1,CHLORAMPHENICOL
NA,catA1,NG_047584.1,CHLORAMPHENICOL
NA,catA13,NG_055993.2,CHLORAMPHENICOL
NA,catA13,NG_047588.1,CHLORAMPHENICOL
NA,catA15,NG_047589.1,CHLORAMPHENICOL
NA,catA16,NG_047591.1,CHLORAMPHENICOL
NA,catA16,NG_047590.1,CHLORAMPHENICOL
NA,catA2,NG_047594.1,CHLORAMPHENICOL
NA,catA2,NG_047596.1,CHLORAMPHENICOL
NA,catA2,NG_047595.1,CHLORAMPHENICOL
NA,catA2,NG_047592.1,CHLORAMPHENICOL
NA,catA2,NG_047593.1,CHLORAMPHENICOL
NA,catA3,NG_052661.1,CHLORAMPHENICOL
NA,catA3,NG_047597.1,CHLORAMPHENICOL
NA,catB,NG_047599.1,CHLORAMPHENICOL
catB11,catB,NG_050948.1,CHLORAMPHENICOL
catB6,catB,NG_047613.1,CHLORAMPHENICOL
NA,catB1,NG_047600.1,CHLORAMPHENICOL
NA,catB10,NG_047601.1,CHLORAMPHENICOL
NA,catB10,NG_052134.1,CHLORAMPHENICOL
NA,catB2,NG_047602.1,CHLORAMPHENICOL
NA,catB2,NG_047603.1,CHLORAMPHENICOL
NA,catB3,NG_047606.1,CHLORAMPHENICOL
NA,catB3,NG_047605.1,CHLORAMPHENICOL
NA,catB3,NG_047610.1,CHLORAMPHENICOL
NA,catB3,NG_047607.1,CHLORAMPHENICOL
NA,catB3,NG_047608.1,CHLORAMPHENICOL
NA,catB3,NG_047609.1,CHLORAMPHENICOL
NA,catB3,NG_052485.1,CHLORAMPHENICOL
NA,catB3,NG_047611.1,CHLORAMPHENICOL
NA,catB3,NG_047612.1,CHLORAMPHENICOL
NA,catB3,NG_052381.1,CHLORAMPHENICOL
NA,catB3,NG_052507.1,CHLORAMPHENICOL
NA,catB3,NG_052444.1,CHLORAMPHENICOL
NA,catB3,NG_052455.1,CHLORAMPHENICOL
NA,catB3,NG_052180.1,CHLORAMPHENICOL
NA,catB3,NG_047604.1,CHLORAMPHENICOL
NA,catB7,NG_047614.1,CHLORAMPHENICOL
NA,catB8,NG_047616.1,CHLORAMPHENICOL
NA,catB8,NG_047617.1,CHLORAMPHENICOL
NA,catB8,NG_047618.1,CHLORAMPHENICOL
NA,catB8,NG_047619.1,CHLORAMPHENICOL
NA,catB8,NG_047620.1,CHLORAMPHENICOL
NA,catB8,NG_052093.1,CHLORAMPHENICOL
NA,catB8,NG_060511.1,CHLORAMPHENICOL
NA,catB8,NG_052738.1,CHLORAMPHENICOL
NA,catB8,NG_052331.1,CHLORAMPHENICOL
NA,catB8,NG_047615.1,CHLORAMPHENICOL
NA,catB9,NG_047621.1,CHLORAMPHENICOL
NA,catD,NG_047622.1,CHLORAMPHENICOL
NA,catP,NG_047623.1,CHLORAMPHENICOL
NA,catU,NG_055655.1,CHLORAMPHENICOL
NA,catV,NG_063820.1,CHLORAMPHENICOL
NA,cblA,NG_047624.1,CEPHALOSPORIN
NA,cepA,NG_047627.1,CEPHALOSPORIN
NA,cepA,NG_047625.1,CEPHALOSPORIN
NA,cepA,NG_047626.1,CEPHALOSPORIN
cepA-29,cepA,NG_050385.1,CEPHALOSPORIN
cepA-44,cepA,NG_050386.1,CEPHALOSPORIN
cepA-49,cepA,NG_050387.1,CEPHALOSPORIN
NA,cepH,NG_047628.1,CEPHALOSPORIN
NA,cepS,NG_047629.1,CEPHALOSPORIN
cfiA10,cfiA,NG_050388.1,CARBAPENEM
cfiA11,cfiA,NG_047630.1,CARBAPENEM
cfiA13,cfiA,NG_050389.1,CARBAPENEM
cfiA14,cfiA,NG_050390.1,CARBAPENEM
cfiA17,cfiA,NG_054674.1,CARBAPENEM
cfiA18,cfiA,NG_054673.1,CARBAPENEM
cfiA19,cfiA,NG_054664.1,CARBAPENEM
cfiA2,cfiA,NG_050391.1,CARBAPENEM
cfiA21,cfiA,NG_054675.1,CARBAPENEM
cfiA22,cfiA,NG_054668.1,CARBAPENEM
cfiA23,cfiA,NG_054669.1,CARBAPENEM
cfiA24,cfiA,NG_054670.1,CARBAPENEM
cfiA4,cfiA,NG_050392.1,CARBAPENEM
cfiA8,cfiA,NG_050393.1,CARBAPENEM
cfiA9,cfiA,NG_050394.1,CARBAPENEM
NA,cfr,NG_047631.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr,NG_047632.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr,NG_055643.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(B),NG_060578.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(B),NG_065840.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(B),NG_050395.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(C),NG_060579.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(D),NG_067192.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfr(E),NG_070225.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cfxA,NG_047634.1,BETA-LACTAM
NA,cfxA,NG_047635.1,BETA-LACTAM
NA,cfxA,NG_047636.1,BETA-LACTAM
NA,cfxA,NG_047637.1,BETA-LACTAM
NA,cfxA,NG_047638.1,BETA-LACTAM
NA,cfxA,NG_047633.1,BETA-LACTAM
NA,cfxA2,NG_047639.1,BETA-LACTAM
NA,cfxA2,NG_047640.1,BETA-LACTAM
NA,cfxA3,NG_047641.1,BETA-LACTAM
NA,cfxA4,NG_047642.1,BETA-LACTAM
NA,cfxA5,NG_047643.1,BETA-LACTAM
NA,cfxA6,NG_064793.1,BETA-LACTAM
NA,chrB,NG_047645.1,MACROLIDE
NA,cipA,NG_055645.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,clbA,NG_062350.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,clbB,NG_062348.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,clbC,NG_062349.1,MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN
NA,cmlA,NG_052155.1,CHLORAMPHENICOL
NA,cmlA,NG_052326.1,CHLORAMPHENICOL
cmlA10,cmlA,NG_047649.1,CHLORAMPHENICOL
cmlA6,cmlA,NG_047655.1,CHLORAMPHENICOL
cmlA8,cmlA,NG_051879.1,CHLORAMPHENICOL
NA,cmlA1,NG_047647.1,CHLORAMPHENICOL
NA,cmlA1,NG_047648.1,CHLORAMPHENICOL
NA,cmlA1,NG_047646.1,CHLORAMPHENICOL
NA,cmlA4,NG_047650.1,CHLORAMPHENICOL
NA,cmlA4,NG_047651.1,CHLORAMPHENICOL
NA,cmlA4,NG_047652.1,CHLORAMPHENICOL
NA,cmlA5,NG_047653.1,CHLORAMPHENICOL
NA,cmlA5,NG_051436.1,CHLORAMPHENICOL
NA,cmlB,NG_047657.1,CHLORAMPHENICOL
NA,cmlB1,NG_047658.1,CHLORAMPHENICOL
NA,cmlR,NG_047659.1,CHLORAMPHENICOL
NA,cmlV,NG_047660.1,CHLORAMPHENICOL
NA,cmrA,NG_047662.1,CHLORAMPHENICOL
NA,cmrA,NG_047661.1,CHLORAMPHENICOL
NA,cmx,NG_047664.1,CHLORAMPHENICOL
NA,cmx,NG_047665.1,CHLORAMPHENICOL
NA,cmx,NG_047663.1,CHLORAMPHENICOL
cphA2,cphA,NG_050396.1,CARBAPENEM
cphA3,cphA,NG_047666.1,CARBAPENEM
cphA4,cphA,NG_050397.1,CARBAPENEM
cphA5,cphA,NG_050398.1,CARBAPENEM
cphA6,cphA,NG_050399.1,CARBAPENEM
cphA7,cphA,NG_050400.1,CARBAPENEM
cphA8,cphA,NG_050401.1,CARBAPENEM
imiH,cphA,NG_050414.1,CARBAPENEM
imiS,cphA,NG_050415.1,CARBAPENEM
NA,cphA1,NG_047668.1,CARBAPENEM
NA,cphA1,NG_047669.1,CARBAPENEM
NA,cphA1,NG_047670.1,CARBAPENEM
NA,cphA1,NG_047671.1,CARBAPENEM
NA,cphA1,NG_047667.1,CARBAPENEM
NA,cpt,NG_051909.1,CHLORAMPHENICOL
NA,cpt,NG_047672.1,CHLORAMPHENICOL
NA,crpP,NG_062203.1,FLUOROQUINOLONE
NA,dfr7,NG_047674.1,TRIMETHOPRIM
NA,dfrA,NG_047675.1,TRIMETHOPRIM
dfrA13,dfrA,NG_047693.1,TRIMETHOPRIM
dfrA21,dfrA,NG_047715.1,TRIMETHOPRIM
dfrA27,dfrA,NG_047723.1,TRIMETHOPRIM
dfrA28,dfrA,NG_047724.1,TRIMETHOPRIM
dfrA32,dfrA,NG_047729.1,TRIMETHOPRIM
NA,dfrA1,NG_052370.1,TRIMETHOPRIM
NA,dfrA1,NG_047682.1,TRIMETHOPRIM
NA,dfrA1,NG_047678.1,TRIMETHOPRIM
NA,dfrA1,NG_047677.1,TRIMETHOPRIM
NA,dfrA1,NG_047679.1,TRIMETHOPRIM
NA,dfrA1,NG_047680.1,TRIMETHOPRIM
NA,dfrA1,NG_047681.1,TRIMETHOPRIM
NA,dfrA1,NG_052492.1,TRIMETHOPRIM
NA,dfrA1,NG_047684.1,TRIMETHOPRIM
NA,dfrA1,NG_052522.1,TRIMETHOPRIM
NA,dfrA1,NG_047685.1,TRIMETHOPRIM
NA,dfrA1,NG_052135.1,TRIMETHOPRIM
NA,dfrA1,NG_047683.1,TRIMETHOPRIM
NA,dfrA1,NG_052353.1,TRIMETHOPRIM
NA,dfrA1,NG_065413.1,TRIMETHOPRIM
NA,dfrA1,NG_052351.1,TRIMETHOPRIM
NA,dfrA1,NG_047676.1,TRIMETHOPRIM
NA,dfrA10,NG_047686.1,TRIMETHOPRIM
NA,dfrA12,NG_047688.1,TRIMETHOPRIM
NA,dfrA12,NG_047689.1,TRIMETHOPRIM
NA,dfrA12,NG_047687.1,TRIMETHOPRIM
NA,dfrA12,NG_047690.1,TRIMETHOPRIM
NA,dfrA12,NG_052518.1,TRIMETHOPRIM
NA,dfrA12,NG_052141.1,TRIMETHOPRIM
NA,dfrA12,NG_065414.1,TRIMETHOPRIM
NA,dfrA12,NG_047691.1,TRIMETHOPRIM
NA,dfrA12,NG_047692.1,TRIMETHOPRIM
NA,dfrA12,NG_051893.1,TRIMETHOPRIM
NA,dfrA12,NG_052186.1,TRIMETHOPRIM
NA,dfrA12,NG_052329.1,TRIMETHOPRIM
NA,dfrA14,NG_047696.1,TRIMETHOPRIM
NA,dfrA14,NG_047699.2,TRIMETHOPRIM
NA,dfrA14,NG_056035.1,TRIMETHOPRIM
NA,dfrA14,NG_047695.1,TRIMETHOPRIM
NA,dfrA14,NG_047694.1,TRIMETHOPRIM
NA,dfrA15,NG_047701.1,TRIMETHOPRIM
NA,dfrA15,NG_047702.1,TRIMETHOPRIM
NA,dfrA15,NG_047704.1,TRIMETHOPRIM
NA,dfrA15,NG_047703.1,TRIMETHOPRIM
NA,dfrA16,NG_047705.1,TRIMETHOPRIM
NA,dfrA16,NG_047706.1,TRIMETHOPRIM
NA,dfrA16,NG_047707.1,TRIMETHOPRIM
NA,dfrA16,NG_047708.1,TRIMETHOPRIM
NA,dfrA17,NG_047710.1,TRIMETHOPRIM
NA,dfrA17,NG_047709.1,TRIMETHOPRIM
NA,dfrA17,NG_047711.1,TRIMETHOPRIM
NA,dfrA17,NG_047713.1,TRIMETHOPRIM
NA,dfrA17,NG_065417.1,TRIMETHOPRIM
NA,dfrA17,NG_065416.1,TRIMETHOPRIM
NA,dfrA17,NG_047712.1,TRIMETHOPRIM
NA,dfrA17,NG_052272.1,TRIMETHOPRIM
NA,dfrA17,NG_065415.1,TRIMETHOPRIM
NA,dfrA17,NG_052147.1,TRIMETHOPRIM
NA,dfrA17,NG_052149.1,TRIMETHOPRIM
NA,dfrA17,NG_052153.1,TRIMETHOPRIM
NA,dfrA17,NG_052158.1,TRIMETHOPRIM
NA,dfrA18,NG_047673.1,TRIMETHOPRIM
NA,dfrA19,NG_050402.1,TRIMETHOPRIM
NA,dfrA19,NG_050403.1,TRIMETHOPRIM
NA,dfrA20,NG_047714.1,TRIMETHOPRIM
NA,dfrA22,NG_047716.1,TRIMETHOPRIM
NA,dfrA22,NG_047717.1,TRIMETHOPRIM
NA,dfrA22,NG_047718.1,TRIMETHOPRIM
NA,dfrA22,NG_052264.1,TRIMETHOPRIM
NA,dfrA22,NG_052409.1,TRIMETHOPRIM
NA,dfrA23,NG_047719.1,TRIMETHOPRIM
NA,dfrA24,NG_047720.1,TRIMETHOPRIM
NA,dfrA25,NG_047721.1,TRIMETHOPRIM
NA,dfrA26,NG_047722.1,TRIMETHOPRIM
NA,dfrA29,NG_065841.1,TRIMETHOPRIM
NA,dfrA3,NG_047726.1,TRIMETHOPRIM
NA,dfrA30,NG_047727.1,TRIMETHOPRIM
NA,dfrA31,NG_047728.1,TRIMETHOPRIM
NA,dfrA34,NG_062229.1,TRIMETHOPRIM
NA,dfrA35,NG_064658.1,TRIMETHOPRIM
NA,dfrA36,NG_065842.1,TRIMETHOPRIM
NA,dfrA3b,NG_047730.1,TRIMETHOPRIM
NA,dfrA5,NG_051699.1,TRIMETHOPRIM
NA,dfrA5,NG_047732.1,TRIMETHOPRIM
NA,dfrA5,NG_052524.1,TRIMETHOPRIM
NA,dfrA5,NG_052171.1,TRIMETHOPRIM
NA,dfrA6,NG_047735.1,TRIMETHOPRIM
NA,dfrA6,NG_047734.1,TRIMETHOPRIM
NA,dfrA7,NG_047737.1,TRIMETHOPRIM
NA,dfrA7,NG_047738.1,TRIMETHOPRIM
NA,dfrA7,NG_047739.1,TRIMETHOPRIM
NA,dfrA7,NG_047740.1,TRIMETHOPRIM
NA,dfrA7,NG_051897.1,TRIMETHOPRIM
NA,dfrA8,NG_047741.1,TRIMETHOPRIM
NA,dfrA9,NG_047742.1,TRIMETHOPRIM
dfrB3,dfrB,NG_047747.1,TRIMETHOPRIM
dfrB6,dfrB,NG_047750.1,TRIMETHOPRIM
dfrB8,dfrB,NG_047751.1,TRIMETHOPRIM
dfrB9,dfrB,NG_052167.1,TRIMETHOPRIM
NA,dfrB1,NG_047744.1,TRIMETHOPRIM
NA,dfrB1,NG_047743.1,TRIMETHOPRIM
NA,dfrB2,NG_047746.1,TRIMETHOPRIM
NA,dfrB2,NG_051851.1,TRIMETHOPRIM
NA,dfrB4,NG_047748.1,TRIMETHOPRIM
NA,dfrB4,NG_047749.1,TRIMETHOPRIM
NA,dfrB4,NG_052386.1,TRIMETHOPRIM
NA,dfrB5,NG_047758.1,TRIMETHOPRIM
NA,dfrC,NG_047752.1,TRIMETHOPRIM
NA,dfrD,NG_047754.1,TRIMETHOPRIM
NA,dfrE,NG_055770.1,TRIMETHOPRIM
NA,dfrF,NG_047755.1,TRIMETHOPRIM
NA,dfrG,NG_047756.1,TRIMETHOPRIM
NA,dfrI,NG_047757.1,TRIMETHOPRIM
NA,dfrK,NG_047759.1,TRIMETHOPRIM
NA,dfrK,NG_047761.1,TRIMETHOPRIM
NA,dfrK,NG_047760.1,TRIMETHOPRIM
NA,eat(A),NG_047762.1,PLEUROMUTILIN
NA,emtA,NG_055266.1,AVILAMYCIN
NA,ere(A),NG_047763.1,MACROLIDE
NA,ere(A),NG_047764.1,MACROLIDE
NA,ere(A),NG_047765.1,MACROLIDE
NA,ere(A),NG_047766.1,MACROLIDE
NA,ere(A),NG_047770.1,MACROLIDE
NA,ere(A),NG_047767.1,MACROLIDE
NA,ere(A),NG_052426.1,MACROLIDE
NA,ere(A),NG_052184.1,MACROLIDE
ere(A2),ere(A),NG_050404.1,MACROLIDE
NA,ere(B),NG_047769.1,ERYTHROMYCIN
NA,ere(B),NG_047768.1,ERYTHROMYCIN
NA,ere(D),NG_047771.1,ERYTHROMYCIN
NA,erm(30),NG_047772.1,ERYTHROMYCIN
NA,erm(31),NG_047773.1,ERYTHROMYCIN
NA,erm(32),NG_047774.1,LINCOSAMIDE/STREPTOGRAMIN
NA,erm(32),NG_047775.1,LINCOSAMIDE/STREPTOGRAMIN
NA,erm(33),NG_047776.1,MACROLIDE
NA,erm(34),NG_047777.1,MACROLIDE
NA,erm(35),NG_047778.1,MACROLIDE
NA,erm(36),NG_047779.1,MACROLIDE
NA,erm(37),NG_047780.1,MACROLIDE
NA,erm(38),NG_047781.1,MACROLIDE
NA,erm(39),NG_047782.1,MACROLIDE
NA,erm(40),NG_047783.1,MACROLIDE
NA,erm(42),NG_047784.2,MACROLIDE
NA,erm(42),NG_047785.1,MACROLIDE
NA,erm(43),NG_047786.1,MACROLIDE
NA,erm(44),NG_047787.1,MACROLIDE
NA,erm(44)v,NG_055651.2,MACROLIDE
NA,erm(45),NG_047788.1,MACROLIDE
NA,erm(46),NG_054941.1,MACROLIDE
NA,erm(47),NG_054944.1,MACROLIDE
NA,erm(48),NG_054962.1,MACROLIDE
NA,erm(49),NG_065843.1,MACROLIDE
NA,erm(A),NG_047791.1,MACROLIDE
NA,erm(A),NG_047790.1,MACROLIDE
NA,erm(A),NG_047789.1,MACROLIDE
NA,erm(B),NG_047842.1,MACROLIDE
NA,erm(B),NG_047800.1,MACROLIDE
NA,erm(B),NG_047801.1,MACROLIDE
NA,erm(B),NG_047802.1,MACROLIDE
NA,erm(B),NG_056191.1,MACROLIDE
NA,erm(B),NG_047803.1,MACROLIDE
NA,erm(B),NG_047804.1,MACROLIDE
NA,erm(B),NG_047795.1,MACROLIDE
NA,erm(B),NG_047796.1,MACROLIDE
NA,erm(B),NG_047797.1,MACROLIDE
NA,erm(B),NG_047798.1,MACROLIDE
NA,erm(B),NG_047793.1,MACROLIDE
NA,erm(B),NG_047794.1,MACROLIDE
NA,erm(C),NG_047813.1,MACROLIDE
NA,erm(C),NG_047816.1,MACROLIDE
NA,erm(C),NG_055985.1,MACROLIDE
NA,erm(C),NG_055988.1,MACROLIDE
NA,erm(C),NG_047815.1,MACROLIDE
NA,erm(C),NG_047817.1,MACROLIDE
NA,erm(C),NG_047807.1,MACROLIDE
NA,erm(C),NG_047806.1,MACROLIDE
NA,erm(C),NG_047808.1,MACROLIDE
NA,erm(C),NG_047809.1,MACROLIDE
NA,erm(C),NG_047810.1,MACROLIDE
NA,erm(C),NG_047805.1,MACROLIDE
NA,erm(C),NG_047812.1,MACROLIDE
NA,erm(C),NG_047811.1,MACROLIDE
NA,erm(C),NG_047814.1,MACROLIDE
NA,erm(D),NG_047819.1,MACROLIDE
NA,erm(D),NG_047820.1,MACROLIDE
NA,erm(D),NG_047818.1,MACROLIDE
NA,erm(E),NG_047821.1,MACROLIDE
NA,erm(E),NG_047822.1,MACROLIDE
NA,erm(F),NG_047826.1,MACROLIDE
NA,erm(F),NG_047824.1,MACROLIDE
NA,erm(F),NG_047825.1,MACROLIDE
NA,erm(F),NG_047823.1,MACROLIDE
NA,erm(G),NG_047829.1,MACROLIDE
NA,erm(G),NG_047828.1,MACROLIDE
NA,erm(G),NG_047827.1,MACROLIDE
NA,erm(H),NG_047830.1,MACROLIDE
NA,erm(K),NG_047831.1,MACROLIDE
NA,erm(N),NG_047832.1,MACROLIDE
NA,erm(O),NG_047834.1,MACROLIDE
NA,erm(O),NG_047833.1,MACROLIDE
NA,erm(Q),NG_047835.1,MACROLIDE
NA,erm(R),NG_051866.1,MACROLIDE
NA,erm(S),NG_047837.1,MACROLIDE
NA,erm(T),NG_047839.1,MACROLIDE
NA,erm(T),NG_047840.1,MACROLIDE
NA,erm(T),NG_047841.1,MACROLIDE
NA,erm(T),NG_047838.1,MACROLIDE
NA,erm(U),NG_047844.1,MACROLIDE
NA,erm(U),NG_047843.1,MACROLIDE
NA,erm(V),NG_047845.1,MACROLIDE
NA,erm(W),NG_047846.1,MACROLIDE
NA,erm(X),NG_047850.1,MACROLIDE
NA,erm(X),NG_047851.1,MACROLIDE
NA,erm(X),NG_047854.1,MACROLIDE
NA,erm(X),NG_047852.1,MACROLIDE
NA,erm(X),NG_047853.1,MACROLIDE
NA,erm(X),NG_047848.1,MACROLIDE
NA,erm(X),NG_047849.1,MACROLIDE
NA,erm(X),NG_047847.1,MACROLIDE
NA,erm(Y),NG_047855.1,MACROLIDE
NA,erm(Z),NG_047856.1,MACROLIDE
NA,estDL136,NG_050583.1,CHLORAMPHENICOL/FLORFENICOL
NA,fexA,NG_047857.1,CHLORAMPHENICOL/FLORFENICOL
NA,fexA,NG_047858.1,CHLORAMPHENICOL/FLORFENICOL
NA,fexA,NG_047859.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047860.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047861.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047862.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047863.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047865.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047866.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047870.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047871.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047873.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047864.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047867.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047868.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047869.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047872.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047874.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047877.1,CHLORAMPHENICOL/FLORFENICOL
